Date,IWV
2000-05-30,0.02864279446326279
2000-05-31,0.01069320500334281
2000-06-01,0.0027960813112570815
2000-06-02,0.03185347362412694
2000-06-05,-0.005209384048326826
2000-06-06,-0.005431001841051608
2000-06-07,0.0
2000-06-08,0.0040952418418307435
2000-06-09,-0.0005825152013290147
2000-06-12,-0.008161545675010484
2000-06-13,0.009796352699100286
2000-06-14,0.00485029916510471
2000-06-15,-0.000386236593812761
2000-06-16,-0.0017382366603931887
2000-06-19,0.0011612473811521973
2000-06-20,0.008504127597475764
2000-06-21,-0.005196745309277606
2000-06-22,-0.012917057102093121
2000-06-23,-0.0037109874547943678
2000-06-26,-0.0007842048477683106
2000-06-27,-0.0009811883606404281
2000-06-28,0.0031420019573435987
2000-06-29,-0.006655778249238131
2000-06-30,-0.003941816191046055
2000-07-03,0.0
2000-07-05,0.012465559621767097
2000-07-06,-0.0019542014826823273
2000-07-07,0.01742662871627698
2000-07-10,-0.002308820149134694
2000-07-11,0.0021213043379484375
2000-07-12,0.009240113830095043
2000-07-13,0.0015257902062408846
2000-07-14,0.010854939318000856
2000-07-17,0.006216221742976424
2000-07-18,-0.012543795726900231
2000-07-19,-0.012514133580042164
2000-07-20,0.016128892764839087
2000-07-21,-0.013983232176740357
2000-07-24,-0.012265372186603063
2000-07-25,-0.00038767641712489365
2000-07-26,-0.007181746286766488
2000-07-27,-0.008797813556856937
2000-07-28,-0.015582364153673756
2000-07-31,0.005009250225060491
2000-08-01,0.003389220971584006
2000-08-02,0.005961039013435254
2000-08-03,-0.0005925496830960775
2000-08-04,0.006521181435879875
2000-08-07,0.01570787049212785
2000-08-08,-0.0005795216462753938
2000-08-09,-0.003868336314030385
2000-08-10,-0.005436988584202163
2000-08-11,0.007809463619074863
2000-08-14,0.010848413448141914
2000-08-15,-0.0034498305013751507
2000-08-16,-0.003461560034335176
2000-08-17,0.01119298429352944
2000-08-18,0.001717461637356088
2000-08-21,0.0013339274403960655
2000-08-22,0.0030436108055558186
2000-08-23,-0.0022762367022859387
2000-08-24,0.011787083025261325
2000-08-25,-0.0016910693681135847
2000-08-28,0.009410967952913074
2000-08-29,-0.005034491831411025
2000-08-30,-0.003373403045901502
2000-08-31,0.01297514874893313
2000-09-01,0.001299276008976058
2000-09-05,-0.007600806041767827
2000-09-06,-0.005791596064641746
2000-09-07,0.0
2000-09-08,-0.0015032113113858658
2000-09-11,-0.007527163359495659
2000-09-12,-0.0011374766820430038
2000-09-13,0.00018985373693336527
2000-09-14,0.0020875742769479455
2000-09-15,-0.015909372668275856
2000-09-18,-0.010199764030537462
2000-09-19,0.00524977737386223
2000-09-20,-0.008047310674323072
2000-09-21,0.0005862896060442324
2000-09-22,-0.008591045759769322
2000-09-25,0.008271354718362378
2000-09-26,-0.009374843226585994
2000-09-27,0.0007881882206257629
2000-09-28,0.024626366463681215
2000-09-29,-0.007306602307347365
2000-10-02,-0.012977098092432082
2000-10-03,-0.00745664769980936
2000-10-04,-0.0019768719173078875
2000-10-05,0.00812142659930748
2000-10-06,-0.02416959427587162
2000-10-09,-0.0016108411905160214
2000-10-10,-0.020976283313764
2000-10-11,-0.0051505320252612785
2000-10-12,-0.03002676779146951
2000-10-13,0.03309139651070003
2000-10-16,0.0020667208592586306
2000-10-17,-0.018354419990022852
2000-10-18,0.0033612625637988724
2000-10-19,0.015075782074231325
2000-10-20,0.021451539230396666
2000-10-23,-0.004846409798910156
2000-10-24,-0.0016230381683179917
2000-10-25,-0.01829298253551037
2000-10-26,0.0022776444980869837
2000-10-27,0.007230076790591067
2000-10-30,0.01230516730263087
2000-10-31,0.022487477010513457
2000-11-01,-0.002972172998357725
2000-11-02,0.006757032872728663
2000-11-03,0.0019736047190765937
2000-11-06,0.0033491945510901733
2000-11-07,-0.001570383619906801
2000-11-08,-0.018682628030160076
2000-11-09,-0.009218655320129443
2000-11-10,-0.02427155663725966
2000-11-13,-0.014718136651998281
2000-11-14,0.02714075043535291
2000-11-15,0.006554606371101945
2000-11-16,-0.014244743114139702
2000-11-17,-0.00908340717273981
2000-11-20,-0.017499723610991724
2000-11-21,0.007209476709876261
2000-11-22,-0.024000024826514976
2000-11-24,0.016608773635944596
2000-11-27,0.009123751137497527
2000-11-28,-0.01892400905582814
2000-11-29,0.004929828975948736
2000-11-30,-0.022179733545804714
2000-12-01,0.0019633972849368853
2000-12-04,0.006312224613769457
2000-12-05,0.043045426649109375
2000-12-06,-0.012028065511668684
2000-12-07,-0.007977146886670172
2000-12-08,0.0220064946989329
2000-12-11,0.012008371709262722
2000-12-12,-0.010638189595813752
2000-12-13,-0.005024458562866929
2000-12-14,-0.02044218554030397
2000-12-15,-0.017248527966582494
2000-12-18,0.006283696543489592
2000-12-19,-0.00990509818090679
2000-12-20,-0.03827757003644161
